스몰 엑스,스몰 엑스,공 +9 방 -3 민 -3,,,,,,,,,,,,,,0,20033,65,1,0,0,0,-1,,,,,,,,,,,,1,1,9,9,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,0,돌,10,나무,10,,,,,,,
베노미스Lv1 엑스,베노미스Lv1 엑스,공 +7 방 -2 민 -2           맹독의 정령 Lv1,,,,,,,,,,,,,,1,20032,125,1,0,0,0,-1,,,,,,,,,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,,,,,,10,10,0,0,-10,-10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,돌,10,나무,10,,,풀,10,,,
웨즈닐Lv1 엑스,웨즈닐Lv1 엑스,공 +7 방 -2 민 -2           경화의 정령 Lv1,,,,,,,,,,,,,,2,20032,115,1,0,0,0,-1,,,,,,,,,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,,,,,,-10,-10,0,0,-10,-10,10,10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,돌,10,나무,10,,,석화,10,,,
데소즈Lv1 엑스,데소즈Lv1 엑스,공 +7 방 -2 민 -2           혼란의 정령 Lv1,,,,,,,,,,,,,,3,20032,105,1,0,0,0,-1,,,,,,,,,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,,,,,,-10,-10,0,0,-10,-10,-10,-10,-10,-10,10,10,0,0,-1,0,0,1,1,1,0,돌,10,나무,10,,,혼란,10,,,
라이자Lv1 엑스,라이자Lv1 엑스,공 +7 방 -2 민 -2           술의 정령 Lv1,,,,,,,,,,,,,,4,20032,105,1,0,0,0,-1,,,,,,,,,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,,,,,,-10,-10,0,0,-10,-10,-10,-10,10,10,-10,-10,0,0,-1,0,0,1,1,1,0,돌,10,나무,10,,,취함,10,,,
도로시Lv1 엑스,도로시Lv1 엑스,공 +7 방 -2 민 -2           잠의 정령 Lv1,,,,,,,,,,,,,,5,20032,125,1,0,0,0,-1,,,,,,,,,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,돌,10,나무,10,,,졸음,10,,,
도로시Lv1 엑스,도로시Lv1 엑스,공 +7 방 -2 민 -2           잠의 정령 Lv1,,,,,,,,,,,,,,6,20032,125,1,0,0,0,-1,,,,,,,,,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,돌,10,나무,10,,,졸음,10,,,
도로시Lv1 엑스,도로시Lv1 엑스,공 +7 방 -2 민 -2           잠의 정령 Lv1,,,,,,,,,,,,,,7,20032,125,1,0,0,0,-1,,,,,,,,,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,돌,10,나무,10,,,졸음,10,,,
도로시Lv1 엑스,도로시Lv1 엑스,공 +7 방 -2 민 -2           잠의 정령 Lv1,,,,,,,,,,,,,,8,20032,125,1,0,0,0,-1,,,,,,,,,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,돌,10,나무,10,,,졸음,10,,,
도로시Lv1 엑스,도로시Lv1 엑스,공 +7 방 -2 민 -2           잠의 정령 Lv1,,,,,,,,,,,,,,9,20032,125,1,0,0,0,-1,,,,,,,,,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,돌,10,나무,10,,,졸음,10,,,
